 8; 10; 0.388950
 8; 100; 1.377023
 8; 1000; 14.112370
 8; 10000; 173.303004
 4; 10; 0.289006
 4; 100; 1.138118
 4; 1000; 18.315862
 4; 10000; 200.003822
 2; 10; 0.200137
 2; 100; 1.519017
 2; 1000; 21.308089
 2; 10000; 242.777329
 1; 10; 0.123539
 1; 100; 1.580638
 1; 1000; 23.452803
 1; 10000; 250.628569
