1; 1; 100; 0.034922
1; 1; 200; 1.066019
1; 1; 400; 8.528635
1; 1; 800; 69.399982
1; 2; 100; 0.021357
1; 2; 200; 0.540773
1; 2; 400; 4.274751
1; 2; 800; 34.783920
1; 3; 100; 0.016811
1; 3; 200; 0.365988
1; 3; 400; 2.871691
1; 3; 800; 22.798033
1; 4; 100; 0.014651
1; 4; 200; 0.277574
1; 4; 400; 2.152004
1; 4; 800; 17.081781
1; 5; 100; 0.014988
1; 5; 200; 0.225556
1; 5; 400; 1.733467
1; 5; 800; 13.738627
1; 6; 100; 0.015350
1; 6; 200; 0.194774
1; 6; 400; 1.461643
1; 6; 800; 11.486989
1; 7; 100; 0.017374
1; 7; 200; 0.171579
1; 7; 400; 1.263351
1; 7; 800; 9.895736
1; 8; 100; 0.044845
1; 8; 200; 0.182283
1; 8; 400; 1.121228
1; 8; 800; 8.721958
2; 1; 100; 0.047618
2; 1; 200; 0.577778
2; 1; 400; 4.336479
2; 1; 800; 34.287378
2; 2; 100; 0.042651
2; 2; 200; 0.316949
2; 2; 400; 2.228937
2; 2; 800; 17.278105
2; 3; 100; 0.041725
2; 3; 200; 0.232118
2; 3; 400; 1.523336
2; 3; 800; 11.634416
2; 4; 100; 0.041700
2; 4; 200; 0.187680
2; 4; 400; 1.166622
2; 4; 800; 8.758387
2; 5; 100; 0.043321
2; 5; 200; 0.152949
2; 5; 400; 0.950119
2; 5; 800; 7.057434
2; 6; 100; 0.043411
2; 6; 200; 0.137657
2; 6; 400; 0.832613
2; 6; 800; 5.973971
2; 7; 100; 0.036269
2; 7; 200; 0.141613
2; 7; 400; 0.735991
2; 7; 800; 5.199706
2; 8; 100; 0.058004
2; 8; 200; 0.125763
2; 8; 400; 0.673263
2; 8; 800; 6.370569
3; 1; 100; 0.061054
3; 1; 200; 0.405976
3; 1; 400; 2.932872
3; 1; 800; 22.944306
3; 2; 100; 0.070952
3; 2; 200; 0.262317
3; 2; 400; 1.552725
3; 2; 800; 11.639972
3; 3; 100; 0.061211
3; 3; 200; 0.202539
3; 3; 400; 1.080673
3; 3; 800; 7.874461
3; 4; 100; 0.061367
3; 4; 200; 0.172259
3; 4; 400; 0.852283
3; 4; 800; 6.016465
3; 5; 100; 0.061103
3; 5; 200; 0.142335
3; 5; 400; 0.718135
3; 5; 800; 4.912787
3; 6; 100; 0.061326
3; 6; 200; 0.153556
3; 6; 400; 0.620173
3; 6; 800; 4.142397
3; 7; 100; 0.062703
3; 7; 200; 0.146216
3; 7; 400; 0.548386
3; 7; 800; 3.609736
3; 8; 100; 0.065688
3; 8; 200; 0.146446
3; 8; 400; 0.521926
3; 8; 800; 3.285937
4; 1; 100; 0.091796
4; 1; 200; 0.356370
4; 1; 400; 2.259368
4; 1; 800; 17.274286
4; 2; 100; 0.091948
4; 2; 200; 0.223525
4; 2; 400; 1.215312
4; 2; 800; 8.823798
4; 3; 100; 0.101998
4; 3; 200; 0.193006
4; 3; 400; 0.867081
4; 3; 800; 6.044922
4; 4; 100; 0.092309
4; 4; 200; 0.162840
4; 4; 400; 0.677808
4; 4; 800; 4.601366
4; 5; 100; 0.083455
4; 5; 200; 0.153090
4; 5; 400; 0.578294
4; 5; 800; 3.756248
4; 6; 100; 0.083671
4; 6; 200; 0.163963
4; 6; 400; 0.529424
4; 6; 800; 3.251949
4; 7; 100; 0.064814
4; 7; 200; 0.145408
4; 7; 400; 0.490238
4; 7; 800; 2.833228
4; 8; 100; 0.104808
4; 8; 200; 0.805751
4; 8; 400; 0.478671
4; 8; 800; 3.391238
5; 1; 100; 0.111720
5; 1; 200; 0.344507
5; 1; 400; 1.840667
5; 1; 800; 13.907204
5; 2; 100; 0.121888
5; 2; 200; 0.233176
5; 2; 400; 1.012487
5; 2; 800; 7.160821
5; 3; 100; 0.112110
5; 3; 200; 0.212831
5; 3; 400; 0.727622
5; 3; 800; 4.939822
5; 4; 100; 0.122055
5; 4; 200; 0.182782
5; 4; 400; 0.607044
5; 4; 800; 3.775361
5; 5; 100; 0.103411
5; 5; 200; 0.154022
5; 5; 400; 0.509456
5; 5; 800; 3.103067
5; 6; 100; 0.093566
5; 6; 200; 0.164011
5; 6; 400; 0.458417
5; 6; 800; 2.685652
5; 7; 100; 0.124833
5; 7; 200; 0.145425
5; 7; 400; 0.440190
5; 7; 800; 2.353624
5; 8; 100; 0.105628
5; 8; 200; 0.155209
5; 8; 400; 0.417860
5; 8; 800; 2.183850
6; 1; 100; 0.141617
6; 1; 200; 0.333756
6; 1; 400; 1.599365
6; 1; 800; 11.701040
6; 2; 100; 0.141842
6; 2; 200; 0.242837
6; 2; 400; 0.894512
6; 2; 800; 6.070409
6; 3; 100; 0.151936
6; 3; 200; 0.223060
6; 3; 400; 0.667106
6; 3; 800; 4.218987
6; 4; 100; 0.151976
6; 4; 200; 0.212535
6; 4; 400; 0.555223
6; 4; 800; 3.272508
6; 5; 100; 0.113323
6; 5; 200; 0.202879
6; 5; 400; 0.497522
6; 5; 800; 2.726421
6; 6; 100; 0.123182
6; 6; 200; 0.174245
6; 6; 400; 0.436463
6; 6; 800; 2.347742
6; 7; 100; 0.123269
6; 7; 200; 0.155366
6; 7; 400; 0.428177
6; 7; 800; 2.063929
6; 8; 100; 0.136105
6; 8; 200; 0.186420
6; 8; 400; 0.439623
6; 8; 800; 1.929766
7; 1; 100; 0.171681
7; 1; 200; 0.343245
7; 1; 400; 1.388004
7; 1; 800; 10.087871
7; 2; 100; 0.191809
7; 2; 200; 0.272636
7; 2; 400; 0.815126
7; 2; 800; 5.237133
7; 3; 100; 0.181978
7; 3; 200; 0.252674
7; 3; 400; 0.638125
7; 3; 800; 3.631073
7; 4; 100; 0.171885
7; 4; 200; 0.202538
7; 4; 400; 0.545157
7; 4; 800; 2.865282
7; 5; 100; 0.163220
7; 5; 200; 0.173172
7; 5; 400; 0.496583
7; 5; 800; 2.384223
7; 6; 100; 0.173234
7; 6; 200; 0.233063
7; 6; 400; 0.436506
7; 6; 800; 2.046503
7; 7; 100; 0.134794
7; 7; 200; 0.196194
7; 7; 400; 0.448075
7; 7; 800; 1.916491
7; 8; 100; 0.156295
7; 8; 200; 0.216819
7; 8; 400; 0.417296
7; 8; 800; 1.769136
8; 1; 100; 0.201768
8; 1; 200; 0.352977
8; 1; 400; 1.262318
8; 1; 800; 8.859422
