1; 1; 100; 0.036225
1; 1; 200; 1.068521
1; 1; 400; 8.515875
1; 1; 800; 69.497712
1; 2; 100; 0.022163
1; 2; 200; 0.541910
1; 2; 400; 4.277454
1; 2; 800; 35.136317
1; 3; 100; 0.017711
1; 3; 200; 0.367824
1; 3; 400; 2.876686
1; 3; 800; 23.167950
1; 4; 100; 0.015979
1; 4; 200; 0.279321
1; 4; 400; 2.157303
1; 4; 800; 17.091186
1; 5; 100; 0.015262
1; 5; 200; 0.227150
1; 5; 400; 1.734378
1; 5; 800; 13.703985
1; 6; 100; 0.015366
1; 6; 200; 0.196447
1; 6; 400; 1.459916
1; 6; 800; 11.513112
1; 7; 100; 0.018514
1; 7; 200; 0.173939
1; 7; 400; 1.268142
1; 7; 800; 9.883713
1; 8; 100; 0.050916
1; 8; 200; 0.174901
1; 8; 400; 1.132836
1; 8; 800; 8.684953
2; 1; 100; 0.068443
2; 1; 200; 0.607456
2; 1; 400; 4.383384
2; 1; 800; 34.405144
2; 2; 100; 0.062647
2; 2; 200; 0.345964
2; 2; 400; 2.272171
2; 2; 800; 17.331709
2; 3; 100; 0.062118
2; 3; 200; 0.260997
2; 3; 400; 1.572877
2; 3; 800; 11.726357
2; 4; 100; 0.062034
2; 4; 200; 0.215280
2; 4; 400; 1.210706
2; 4; 800; 8.820504
2; 5; 100; 0.061314
2; 5; 200; 0.190217
2; 5; 400; 1.002450
2; 5; 800; 7.130363
2; 6; 100; 0.062271
2; 6; 200; 0.174532
2; 6; 400; 0.875508
2; 6; 800; 6.026357
2; 7; 100; 0.064552
2; 7; 200; 0.168649
2; 7; 400; 0.782153
2; 7; 800; 5.262545
2; 8; 100; 0.068491
2; 8; 200; 0.182203
2; 8; 400; 0.733664
2; 8; 800; 4.687758
3; 1; 100; 0.108280
3; 1; 200; 0.485961
3; 1; 400; 3.040524
3; 1; 800; 23.184342
3; 2; 100; 0.104138
3; 2; 200; 0.299037
3; 2; 400; 1.629915
3; 2; 800; 11.822700
3; 3; 100; 0.102307
3; 3; 200; 0.241327
3; 3; 400; 1.163647
3; 3; 800; 8.086628
3; 4; 100; 0.102626
3; 4; 200; 0.213676
3; 4; 400; 0.940002
3; 4; 800; 6.151374
3; 5; 100; 0.102663
3; 5; 200; 0.208061
3; 5; 400; 0.795873
3; 5; 800; 5.040816
3; 6; 100; 0.103531
3; 6; 200; 0.203082
3; 6; 400; 0.725971
3; 6; 800; 4.280846
3; 7; 100; 0.106684
3; 7; 200; 0.195197
3; 7; 400; 0.647654
3; 7; 800; 3.776584
3; 8; 100; 0.128749
3; 8; 200; 0.217965
3; 8; 400; 0.606897
3; 8; 800; 3.449841
4; 1; 100; 0.142100
4; 1; 200; 0.442948
4; 1; 400; 2.386875
4; 1; 800; 17.478502
4; 2; 100; 0.150130
4; 2; 200; 0.314854
4; 2; 400; 1.332148
4; 2; 800; 8.998025
4; 3; 100; 0.149687
4; 3; 200; 0.273034
4; 3; 400; 0.994000
4; 3; 800; 6.196777
4; 4; 100; 0.150680
4; 4; 200; 0.242235
4; 4; 400; 0.804584
4; 4; 800; 4.760426
4; 5; 100; 0.150710
4; 5; 200; 0.238223
4; 5; 400; 0.704313
4; 5; 800; 3.914583
4; 6; 100; 0.151526
4; 6; 200; 0.225440
4; 6; 400; 0.641921
4; 6; 800; 3.409249
4; 7; 100; 0.155154
4; 7; 200; 0.231837
4; 7; 400; 0.605239
4; 7; 800; 2.989984
4; 8; 100; 0.294125
4; 8; 200; 0.236220
4; 8; 400; 0.588465
4; 8; 800; 2.967079
5; 1; 100; 0.160658
5; 1; 200; 0.422502
5; 1; 400; 2.013745
5; 1; 800; 14.159668
5; 2; 100; 0.170306
5; 2; 200; 0.318069
5; 2; 400; 1.170075
5; 2; 800; 7.379892
5; 3; 100; 0.160328
5; 3; 200; 0.287219
5; 3; 400; 0.894177
5; 3; 800; 5.158993
5; 4; 100; 0.169251
5; 4; 200; 0.268208
5; 4; 400; 0.751253
5; 4; 800; 4.015330
5; 5; 100; 0.169882
5; 5; 200; 0.259395
5; 5; 400; 0.666977
5; 5; 800; 3.325249
5; 6; 100; 0.172670
5; 6; 200; 0.254571
5; 6; 400; 0.625940
5; 6; 800; 2.873876
5; 7; 100; 0.178809
5; 7; 200; 0.256488
5; 7; 400; 0.592698
5; 7; 800; 2.739597
5; 8; 100; 0.292804
5; 8; 200; 0.269626
5; 8; 400; 0.579269
5; 8; 800; 2.428563
6; 1; 100; 0.240362
6; 1; 200; 0.451806
6; 1; 400; 1.826433
6; 1; 800; 12.077690
6; 2; 100; 0.230472
6; 2; 200; 0.370955
6; 2; 400; 1.095751
6; 2; 800; 6.343007
6; 3; 100; 0.230420
6; 3; 200; 0.340898
6; 3; 400; 0.843431
6; 3; 800; 4.451378
6; 4; 100; 0.240433
6; 4; 200; 0.330824
6; 4; 400; 0.744212
6; 4; 800; 3.526275
6; 5; 100; 0.240384
6; 5; 200; 0.320704
6; 5; 400; 0.673033
6; 5; 800; 2.953532
6; 6; 100; 0.240437
6; 6; 200; 0.300887
6; 6; 400; 0.613104
6; 6; 800; 2.603732
6; 7; 100; 0.230411
6; 7; 200; 0.320900
6; 7; 400; 0.622399
6; 7; 800; 2.314830
6; 8; 100; 0.270335
6; 8; 200; 0.320868
6; 8; 400; 0.612898
6; 8; 800; 2.218038
7; 1; 100; 0.205436
7; 1; 200; 0.394814
7; 1; 400; 1.578042
7; 1; 800; 10.407447
7; 2; 100; 0.205726
7; 2; 200; 0.323353
7; 2; 400; 0.988621
7; 2; 800; 5.507806
7; 3; 100; 0.206086
7; 3; 200; 0.304649
7; 3; 400; 0.778838
7; 3; 800; 3.897085
7; 4; 100; 0.206044
7; 4; 200; 0.293540
7; 4; 400; 0.695834
7; 4; 800; 3.118929
7; 5; 100; 0.208605
7; 5; 200; 0.290554
7; 5; 400; 0.637425
7; 5; 800; 2.633573
7; 6; 100; 0.207383
7; 6; 200; 0.287281
7; 6; 400; 0.596704
7; 6; 800; 2.321854
7; 7; 100; 0.214443
7; 7; 200; 0.295567
7; 7; 400; 0.579507
7; 7; 800; 2.157358
7; 8; 100; 0.219428
7; 8; 200; 0.331671
