1; 1; 100; 0.069006
1; 1; 200; 1.069819
1; 1; 400; 8.520199
1; 1; 800; 69.736951
1; 2; 100; 0.039374
1; 2; 200; 0.550884
1; 2; 400; 4.287744
1; 2; 800; 34.247671
1; 3; 100; 0.030245
1; 3; 200; 0.369066
1; 3; 400; 2.867204
1; 3; 800; 22.779203
1; 4; 100; 0.025172
1; 4; 200; 0.283419
1; 4; 400; 2.164882
1; 4; 800; 17.115796
1; 5; 100; 0.024541
1; 5; 200; 0.231438
1; 5; 400; 1.743700
1; 5; 800; 13.731757
1; 6; 100; 0.022847
1; 6; 200; 0.198752
1; 6; 400; 1.464596
1; 6; 800; 11.474726
1; 7; 100; 0.027623
1; 7; 200; 0.178488
1; 7; 400; 1.272241
1; 7; 800; 9.882989
1; 8; 100; 0.026522
1; 8; 200; 0.160187
1; 8; 400; 1.141348
1; 8; 800; 8.738765
2; 1; 100; 0.084849
2; 1; 200; 0.608574
2; 1; 400; 4.385979
2; 1; 800; 34.497054
2; 2; 100; 0.071432
2; 2; 200; 0.349359
2; 2; 400; 2.277726
2; 2; 800; 17.331645
2; 3; 100; 0.067233
2; 3; 200; 0.262092
2; 3; 400; 1.571116
2; 3; 800; 11.663439
2; 4; 100; 0.066955
2; 4; 200; 0.219357
2; 4; 400; 1.222569
2; 4; 800; 8.841093
2; 5; 100; 0.065529
2; 5; 200; 0.194712
2; 5; 400; 1.011797
2; 5; 800; 7.149051
2; 6; 100; 0.067777
2; 6; 200; 0.180011
2; 6; 400; 0.876568
2; 6; 800; 6.048829
2; 7; 100; 0.070022
2; 7; 200; 0.173263
2; 7; 400; 0.793612
2; 7; 800; 5.246834
2; 8; 100; 0.106362
2; 8; 200; 0.189608
2; 8; 400; 0.774778
2; 8; 800; 4.741906
3; 1; 100; 0.117391
3; 1; 200; 0.487163
3; 1; 400; 3.042854
3; 1; 800; 23.221912
3; 2; 100; 0.099256
3; 2; 200; 0.304923
3; 2; 400; 1.643446
3; 2; 800; 11.845605
3; 3; 100; 0.096568
3; 3; 200; 0.244348
3; 3; 400; 1.170877
3; 3; 800; 8.039644
3; 4; 100; 0.106778
3; 4; 200; 0.217073
3; 4; 400; 0.930129
3; 4; 800; 6.144230
3; 5; 100; 0.107309
3; 5; 200; 0.212921
3; 5; 400; 0.802159
3; 5; 800; 5.028235
3; 6; 100; 0.097480
3; 6; 200; 0.202317
3; 6; 400; 0.704006
3; 6; 800; 4.278637
3; 7; 100; 0.101071
3; 7; 200; 0.205403
3; 7; 400; 0.667170
3; 7; 800; 3.767723
3; 8; 100; 0.113398
3; 8; 200; 0.211399
3; 8; 400; 0.622014
3; 8; 800; 3.478486
4; 1; 100; 0.159286
4; 1; 200; 0.433850
4; 1; 400; 2.387907
4; 1; 800; 17.482964
4; 2; 100; 0.155480
4; 2; 200; 0.307720
4; 2; 400; 1.338978
4; 2; 800; 9.010437
4; 3; 100; 0.153742
4; 3; 200; 0.273072
4; 3; 400; 0.979580
4; 3; 800; 6.185477
4; 4; 100; 0.153436
4; 4; 200; 0.243835
4; 4; 400; 0.815848
4; 4; 800; 4.781805
4; 5; 100; 0.153552
4; 5; 200; 0.243508
4; 5; 400; 0.721092
4; 5; 800; 3.933111
4; 6; 100; 0.155688
4; 6; 200; 0.240688
4; 6; 400; 0.651736
4; 6; 800; 3.396678
4; 7; 100; 0.158049
4; 7; 200; 0.239238
4; 7; 400; 0.618013
4; 7; 800; 3.024160
4; 8; 100; 0.150181
4; 8; 200; 0.240359
4; 8; 400; 0.590317
4; 8; 800; 2.833336
5; 1; 100; 0.174817
5; 1; 200; 0.421449
5; 1; 400; 2.017426
5; 1; 800; 14.186796
5; 2; 100; 0.172080
5; 2; 200; 0.321317
5; 2; 400; 1.173973
5; 2; 800; 7.406353
5; 3; 100; 0.171199
5; 3; 200; 0.288219
5; 3; 400; 0.892833
5; 3; 800; 5.134273
5; 4; 100; 0.171291
5; 4; 200; 0.272601
5; 4; 400; 0.752567
5; 4; 800; 4.040224
5; 5; 100; 0.170683
5; 5; 200; 0.262738
5; 5; 400; 0.678895
5; 5; 800; 3.329148
5; 6; 100; 0.172916
5; 6; 200; 0.264625
5; 6; 400; 0.634676
5; 6; 800; 2.968062
5; 7; 100; 0.176015
5; 7; 200; 0.270423
5; 7; 400; 0.616522
5; 7; 800; 2.618192
5; 8; 100; 0.188079
5; 8; 200; 0.286335
5; 8; 400; 0.592877
5; 8; 800; 2.455008
6; 1; 100; 0.230465
6; 1; 200; 0.451497
6; 1; 400; 1.818029
6; 1; 800; 12.039219
6; 2; 100; 0.230474
6; 2; 200; 0.370911
6; 2; 400; 1.089642
6; 2; 800; 6.335039
6; 3; 100; 0.220435
6; 3; 200; 0.330801
6; 3; 400; 0.843612
6; 3; 800; 4.421731
6; 4; 100; 0.230526
6; 4; 200; 0.330891
6; 4; 400; 0.734515
6; 4; 800; 3.516717
6; 5; 100; 0.230527
6; 5; 200; 0.320790
6; 5; 400; 0.683285
6; 5; 800; 2.949299
6; 6; 100; 0.240493
6; 6; 200; 0.310757
6; 6; 400; 0.633254
6; 6; 800; 2.600223
